# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 20 06:33:19 2020
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Number of Planets
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effecitve Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Smmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
173,1153.01,1153,154840461,154840461.01,1,FP,12h10m45.97s,182.6915620,,,+85d42m18.27s,85.7050760,,,-14.1940000,0.065,0.065,0,1,-2.2750000,0.051,0.051,0,1,2458685.5793460,0.001190,0.001190,0,1,6.0361400,0.0006000,0.0006000,0,1,0.9780000,0.2210000,0.2210000,0,1,1633.7250980,2.3521000,2.3521000,0,1,8.3231020,0.5128180,0.5128180,0,1,1282.2642820,,,,,1526.2094730,,,,,8.4053400,0.006,0.006,0,1,147.1340000,0.6185000,0.6185000,0,1,6528.2998050,179.3999940,179.3999940,0,1,4.2100000,0.0900000,0.0900000,0,1,1.6884300,0.1000000,0.1000000,0,1,2019-08-27 16:09:26,2020-01-27 16:00:01
174,1154.01,1154,459970307,459970307.01,1,,16h59m41.77s,254.9240430,,,+64d41m57.17s,64.6992140,,,-6.1590000,0.066,0.066,0,1,24.3200000,0.076,0.076,0,1,2458686.6710210,0.005680,0.005680,0,1,21.7437990,0.0097600,0.0097600,0,1,4.2390000,0.6280000,0.6280000,0,1,524.8519900,1.4445600,1.4445600,0,1,2.3762000,0.1430430,0.1430430,0,1,99.0624010,,,,,878.0000000,,,,,9.3188000,0.006,0.006,0,1,93.8819000,0.2667500,0.2667500,0,1,5671.1000980,84.0000000,84.0000000,0,1,4.5100000,0.0800000,0.0800000,0,1,0.9400000,0.0300000,0.0300000,0,1,2019-08-27 16:09:26,2020-01-17 10:00:02
175,1155.01,1155,161450762,161450762.01,1,FP,20h37m06.2s,309.2758520,,,+32d28m15.67s,32.4710190,,,,,,,,,,,,,2458683.9259030,0.003360,0.003360,0,1,1.3200300,0.0003700,0.0003700,0,1,3.1750000,0.2860000,0.2860000,0,1,552.4680180,0.5723760,0.5723760,0,1,,,,0,1,,,,,,,,,,,9.7110000,1.000,1.000,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-09-03 15:31:11,2020-03-04 12:58:47
176,1156.01,1156,117256577,117256577.01,1,FP,20h01m40.63s,300.4193090,,,+26d58m17.98s,26.9716620,,,-1.1630000,0.237,0.237,0,1,-2.2050000,0.268,0.268,0,1,2458684.8765870,0.002100,0.002100,0,1,1.6874900,0.0002500,0.0002500,0,1,2.5270000,0.1160000,0.1160000,0,1,1840.3699950,433.7609860,433.7609860,0,1,,,,0,1,,,,,,,,,,,9.7032000,0.600,0.600,0,1,6079.4900000,2185.2900000,2185.2900000,0,1,,,,0,1,,,,0,1,,,,0,1,2019-09-03 15:31:12,2020-03-04 12:58:47
177,1157.01,1157,147576037,147576037.01,1,FP,09h37m21.93s,144.3413930,,,+68d27m31.34s,68.4587050,,,-13.6260000,0.042,0.042,0,1,10.9800000,0.046,0.046,0,1,2458688.6905520,0.001770,0.001770,0,1,13.0335100,0.0003500,0.0003500,0,1,3.0340000,0.4770000,0.4770000,0,1,2235.6101070,2.4403700,2.4403700,0,1,19.8071000,1.0471700,1.0471700,0,1,,,,,,,,,,,9.6043000,0.011,0.011,0,1,432.1130000,7.3920000,7.3920000,0,1,5709.7998050,117.3000030,117.3000030,0,1,3.3700000,0.0800000,0.0800000,0,1,3.8100000,0.1600000,0.1600000,0,1,2019-08-27 16:09:25,2019-12-17 10:00:02
178,1158.01,1158,379931600,379931600.01,1,FP,19h33m42.57s,293.4273590,,,+29d35m46.67s,29.5962960,,,5.1690000,0.835,0.835,0,1,-0.3680000,0.792,0.792,0,1,2458685.4338380,0.001300,0.001300,0,1,2.9256400,0.0002900,0.0002900,0,1,4.0270000,0.1460000,0.1460000,0,1,6572.9101560,752.8270260,752.8270260,0,1,11.6113000,3.9646900,3.9646900,0,1,,,,,,,,,,,9.5967000,0.006,0.006,0,1,,,,0,1,4884.5000000,112.0999980,112.0999980,0,1,,,,0,1,1.3000000,0.0600000,0.0600000,0,1,2019-09-03 15:31:11,2019-12-17 10:00:02
179,1159.01,1159,48188920,48188920.01,1,FP,18h49m40.99s,282.4208100,,,+48d05m56.19s,48.0989420,,,4.1640000,0.048,0.048,0,1,-0.7660000,0.047,0.047,0,1,2458683.9470210,0.003630,0.003630,0,1,0.7377400,0.0002000,0.0002000,0,1,0.6360000,0.3310000,0.3310000,0,1,524.8519900,91.6082000,91.6082000,0,1,5.2821500,2.2163500,2.2163500,0,1,,,,,,,,,,,9.5937000,0.008,0.008,0,1,292.8300000,2.0910000,2.0910000,0,1,6449.5000000,123.6999970,123.6999970,0,1,3.9400000,0.1000000,0.1000000,0,1,2.1000000,0.0800000,0.0800000,0,1,2019-08-27 16:09:26,2019-12-17 10:00:02
180,116.01,116,238176110,238176110.01,1,KP,23h51m23.14s,357.8464340,,,-70d09m10.3s,-70.1528620,,,96.1850000,0.041,0.041,0,1,-1.7470000,0.038,0.038,0,1,2458326.6893310,0.000260,0.000260,0,1,2.7985940,0.0000490,0.0000490,0,1,2.3664590,0.0226640,0.0226640,0,1,16879.4492190,101.1135790,101.1135790,0,1,11.2938450,0.1089670,0.1089670,0,1,288.2554930,,,,,1050.9067380,,,,,11.0443000,0.006,0.006,0,1,149.9420000,0.5175000,0.5175000,0,1,4920.0000000,,,0,1,4.4937100,,,0,1,0.8600000,,,0,1,2018-09-05 18:34:19,2019-12-17 10:00:02
181,1160.01,1160,89510024,89510024.01,1,,20h05m16.25s,301.3177090,,,+30d40m14.41s,30.6706700,,,-3.1950000,0.177,0.177,0,1,-6.1940000,0.215,0.215,0,1,2458683.7371830,0.007310,0.007310,0,1,2.3654900,0.0013600,0.0013600,0,1,1.7720000,0.5960000,0.5960000,0,1,451.2049870,3.8979500,3.8979500,0,1,,,,0,1,,,,,,,,,,,9.5770000,1.000,1.000,0,1,2320.1300000,719.2600000,719.2600000,0,1,,,,0,1,,,,0,1,,,,0,1,2019-09-03 15:31:10,2020-03-04 12:58:47
182,1161.01,1161,158324245,158324245.01,1,KP,19h07m53.08s,286.9711650,,,+46d52m05.79s,46.8682750,,,-1.5000000,1.500,1.500,0,1,-16.6000000,1.400,1.400,0,1,2458683.5538330,0.000600,0.000600,0,1,1.7635940,0.0000600,0.0000600,0,1,3.2496570,0.0640000,0.0640000,0,1,8546.4091800,0.2755800,0.2755800,0,1,9.5641580,0.0524590,0.0524590,0,1,4461.1376950,,,,,2084.4003910,,,,,9.5670000,0.018,0.018,0,1,,,,0,1,7986.1000980,177.1999970,177.1999970,0,1,,,,0,1,,,,0,1,2019-08-27 16:09:25,2019-12-17 10:00:02
183,1162.01,1162,13419950,13419950.01,1,,20h21m09.44s,305.2893430,,,+41d27m44.51s,41.4623650,,,7.8000000,1.800,1.800,0,1,-3.9000000,1.600,1.600,0,1,2458686.3758540,0.001700,0.001700,0,1,7.3172300,0.0008800,0.0008800,0,1,3.0880000,0.3420000,0.3420000,0,1,2694.9899900,1.9571000,1.9571000,0,1,,,,0,1,2395.3400880,,,,,1948.0000000,,,,,9.4930000,0.018,0.018,0,1,,,,0,1,8730.0000000,979.0999760,979.0999760,0,1,,,,0,1,,,,0,1,2019-09-03 15:31:12,2020-03-04 12:58:47
184,1163.01,1163,375542276,375542276.01,1,,19h36m22.02s,294.0917560,,,+19d38m21.32s,19.6392550,,,1.7000000,1.000,1.000,0,1,-5.7000000,1.000,1.000,0,1,2458684.8118900,0.001210,0.001210,0,1,3.0776500,0.0002000,0.0002000,0,1,2.2650000,0.3810000,0.3810000,0,1,4191.1098630,4.4645300,4.4645300,0,1,,,,0,1,582.7489010,,,,,1253.1126710,,,,,9.4180000,0.017,0.017,0,1,391.2450000,,,0,1,9311.2998050,708.9000240,708.9000240,0,1,,,,0,1,,,,0,1,2019-09-03 15:31:12,2020-04-24 12:00:25
185,1164.01,1164,16102323,16102323.01,1,FP,20h29m20.79s,307.3366130,,,+37d30m30.82s,37.5085610,,,2.3180000,0.048,0.048,0,1,-4.5360000,0.069,0.069,0,1,2458686.7598880,0.000920,0.000920,0,1,3.2080600,0.0002100,0.0002100,0,1,2.1750000,0.0780000,0.0780000,0,1,8629.4804690,2290.6899410,2290.6899410,0,1,,,,0,1,,,,,,,,,,,9.3297010,0.210,0.210,0,1,827.8680000,23.6900000,23.6900000,0,1,,,,0,1,,,,0,1,,,,0,1,2019-09-03 15:31:11,2019-12-17 10:00:02
186,1165.01,1165,458478250,458478250.01,1,KP,15h28m35.19s,232.1466410,,,+66d21m31.36s,66.3587100,,,0.4340000,0.039,0.039,0,1,-12.2170000,0.041,0.041,0,1,2458683.9112140,0.000056,0.000056,0,1,2.2552960,0.0000020,0.0000020,0,1,2.2808010,0.0045200,0.0045200,0,1,19190.1265260,29.7448670,29.7448670,0,1,13.8470860,0.6656710,0.6656710,0,1,846.4633510,,,,,1375.6938300,,,,,9.7670300,0.006,0.006,0,1,126.2610000,0.3515000,0.3515000,0,1,5787.0000000,109.9000000,109.9000000,0,1,4.5000000,0.0800000,0.0800000,0,1,0.9627060,0.0462590,0.0462590,0,1,2019-08-27 16:09:25,2020-05-05 16:00:02
187,1166.01,1166,138361973,138361973.01,1,FP,19h35m03.6s,293.7649810,,,+37d32m18.92s,37.5385900,,,-2.7700000,0.041,0.041,0,1,-79.2140000,0.042,0.042,0,1,2458684.9337160,0.005960,0.005960,0,1,1.8832700,0.0007200,0.0007200,0,1,2.4720000,0.2850000,0.2850000,0,1,846.9920040,1.5718200,1.5718200,0,1,3.7901600,0.1879170,0.1879170,0,1,,,,,,,,,,,9.7604000,0.006,0.006,0,1,153.7430000,0.5930000,0.5930000,0,1,5900.3999020,71.9000020,71.9000020,0,1,4.3900000,0.0800000,0.0800000,0,1,1.1800000,0.0300000,0.0300000,0,1,2019-09-03 15:31:12,2019-12-17 10:00:02
188,1167.01,1167,232967666,232967666.01,1,FP,13h12m36.57s,198.1523780,,,+71d37m05.3s,71.6181390,,,-61.3900000,2.000,2.000,0,1,2.7800000,2.000,2.000,0,1,2458689.1148680,0.003530,0.003530,0,1,7.6001200,0.0030200,0.0030200,0,1,2.0190000,0.4340000,0.4340000,0,1,1812.7900390,778.4060060,778.4060060,0,1,5.1720900,3.4516000,3.4516000,0,1,334.9010010,,,,,1191.0000000,,,,,10.3874000,0.006,0.006,0,1,209.6180000,,,0,1,6165.1000980,394.2999880,394.2999880,0,1,,,,0,1,1.1000000,0.1400000,0.1400000,0,1,2019-08-27 16:09:25,2020-03-06 12:00:34
189,1168.01,1168,41330864,41330864.01,1,FP,20h06m50.51s,301.7104660,,,+38d25m51.68s,38.4310230,,,8.6570000,0.046,0.046,0,1,-3.6700000,0.048,0.048,0,1,2458684.8446040,0.000630,0.000630,0,1,2.1360000,0.0000900,0.0000900,0,1,1.7400000,0.0830000,0.0830000,0,1,10663.5996090,1632.8499760,1632.8499760,0,1,17.6595990,6.9241500,6.9241500,0,1,1607.7600100,,,,,1764.0000000,,,,,10.3810000,0.006,0.006,0,1,274.1620000,2.1655000,2.1655000,0,1,5969.0000000,73.5000000,73.5000000,0,1,4.1700000,0.0900000,0.0900000,0,1,1.5500000,0.0400000,0.0400000,0,1,2019-09-03 15:31:11,2019-12-17 10:00:02
190,1169.01,1169,302518439,302518439.01,1,PC,08h56m28.81s,134.1200420,,,+72d31m59.79s,72.5332750,,,-5.2670000,0.585,0.585,0,1,8.3050000,1.229,1.229,0,1,2458687.1230470,0.000550,0.000550,0,1,6.7074200,0.0002800,0.0002800,0,1,2.1950000,0.0640000,0.0640000,0,1,10654.5000000,597.5999760,597.5999760,0,1,14.0499000,3.7845400,3.7845400,0,1,,,,,,,,,,,10.3790000,0.018,0.018,0,1,261.8255000,27.2554000,27.2554000,0,1,6134.2998050,420.6000060,420.6000060,0,1,,,,0,1,1.2400000,0.1600000,0.1600000,0,1,2019-08-27 16:09:24,2020-03-12 12:00:28
191,117.01,117,322307342,322307342.01,1,KP,01h00m01.46s,15.0060770,,,-58d54m17.01s,-58.9047240,,,22.5220000,0.049,0.049,0,1,7.5940000,0.041,0.041,0,1,2458328.4809570,0.001330,0.001330,0,1,3.5855000,0.0003800,0.0003800,0,1,3.1730000,0.1230000,0.1230000,0,1,6242.3300780,3.8800000,3.8800000,0,1,15.2606000,0.6551960,0.6551960,0,1,668.2230220,,,,,1416.0000000,,,,,11.7806000,0.006,0.006,0,1,603.9550000,10.2025000,10.2025000,0,1,6075.0000000,108.3000030,108.3000030,0,1,3.7100000,0.0800000,0.0800000,0,1,1.7600000,0.0600000,0.0600000,0,1,2018-09-05 18:34:59,2020-03-04 13:49:16
192,1170.01,1170,294176967,294176967.01,1,FP,20h03m13.23s,300.8051150,,,+52d02m27.03s,52.0408420,,,-5.7350000,0.075,0.075,0,1,-5.4950000,0.092,0.092,0,1,2458683.4812010,0.003640,0.003640,0,1,0.9139700,0.0002000,0.0002000,0,1,1.9550000,0.1870000,0.1870000,0,1,883.8020020,1.2652700,1.2652700,0,1,10.9073000,0.4844890,0.4844890,0,1,12286.0996090,,,,,2933.0000000,,,,,10.3490000,0.007,0.007,0,1,880.1070000,28.1650000,28.1650000,0,1,7875.0000000,92.0999980,92.0999980,0,1,3.6100000,0.0800000,0.0800000,0,1,3.3400000,0.0800000,0.0800000,0,1,2019-08-27 16:09:24,2019-12-17 10:00:02
193,1171.01,1171,101929303,101929303.01,1,FP,19h57m05.73s,299.2738620,,,+35d59m18.09s,35.9883590,,,3.4250000,0.046,0.046,0,1,0.5830000,0.048,0.048,0,1,2458684.2341310,0.003720,0.003720,0,1,11.1864400,0.0046000,0.0046000,0,1,3.2270000,0.4480000,0.4480000,0,1,4181.9399410,2237.7299800,2237.7299800,0,1,14.9183000,10.9420000,10.9420000,0,1,,,,,,,,,,,10.3075000,0.012,0.012,0,1,482.7630000,6.2675000,6.2675000,0,1,7266.0000000,195.8000030,195.8000030,0,1,4.0600000,0.0800000,0.0800000,0,1,2.1000000,0.1100000,0.1100000,0,1,2019-09-03 15:31:11,2020-03-04 12:58:47
194,1172.01,1172,1717732429,1717732429.01,1,FP,18h49m53.89s,282.4745390,,,+55d15m59s,55.2663900,,,0.7600000,0.181,0.181,0,1,-8.1880000,0.171,0.171,0,1,2458687.7962650,0.002990,0.002990,0,1,7.8569400,0.0022300,0.0022300,0,1,5.9350000,0.7660000,0.7660000,0,1,19580.4003910,22.7926010,22.7926010,0,1,,,,0,1,,,,,,,,,,,10.3018000,0.007,0.007,0,1,875.0610000,74.2245000,74.2245000,0,1,,,,0,1,,,,0,1,,,,0,1,2019-08-27 16:09:24,2020-03-04 12:58:47
195,1173.01,1173,232967440,232967440.01,1,,13h10m43.94s,197.6830970,,,+70d46m04.84s,70.7680120,,,57.6510000,0.055,0.055,0,1,-92.5550000,0.042,0.042,0,1,2458688.7153320,0.000530,0.000530,0,1,7.0645600,0.0001600,0.0001600,0,1,2.5200790,0.0434680,0.0434680,0,1,7869.2939450,98.6591420,98.6591420,0,1,9.0775340,0.5227520,0.5227520,0,1,53.0752490,,,,,688.4030150,,,,,10.2938000,0.006,0.006,0,1,132.3530000,0.4595000,0.4595000,0,1,5429.6000980,292.5000000,292.5000000,0,1,4.4400000,0.0800000,0.0800000,0,1,0.9554000,0.0532190,0.0532190,0,1,2019-08-27 16:09:26,2020-03-14 12:00:18
196,1174.01,1174,154089169,154089169.01,1,,13h56m52.12s,209.2171750,,,+68d37m05.56s,68.6182110,,,-81.0770000,0.052,0.052,0,1,45.4980000,0.042,0.042,0,1,2458690.0577390,0.002620,0.002620,0,1,8.9596000,0.0039200,0.0039200,0,1,2.7074660,0.4887490,0.4887490,0,1,1042.3988040,5.8070500,5.8070500,0,1,2.4350300,0.2156480,0.2156480,0,1,53.5540580,,,,,689.9503780,,,,,10.2549000,0.006,0.006,0,1,94.6375000,0.2501000,0.2501000,0,1,5029.5000000,59.9000020,59.9000020,0,1,4.6100000,0.0900000,0.0900000,0,1,0.7586500,0.0200000,0.0200000,0,1,2019-08-27 16:09:26,2020-03-25 12:00:24
197,1175.01,1175,30329585,30329585.01,1,,19h16m57.29s,289.2386880,,,+31d19m24.87s,31.3235740,,,-9.7750000,0.038,0.038,0,1,-45.4090000,0.051,0.051,0,1,2458687.3183590,0.003990,0.003990,0,1,7.5039000,0.0019200,0.0019200,0,1,3.0020000,0.2540000,0.2540000,0,1,2079.3701170,3.0915500,3.0915500,0,1,6.5044900,0.5651070,0.5651070,0,1,,,,,,,,,,,10.2026000,0.006,0.006,0,1,216.5170000,1.2160000,1.2160000,0,1,6048.1000980,240.6000060,240.6000060,0,1,4.3100000,0.0800000,0.0800000,0,1,1.3000000,0.1000000,0.1000000,0,1,2019-09-03 15:31:12,2020-04-24 12:00:25
198,1176.01,1176,230088370,230088370.01,1,,16h29m25.6s,247.3566800,,,+71d30m21.14s,71.5058730,,,-16.2590000,0.033,0.033,0,1,5.1010000,0.036,0.036,0,1,2458695.3607300,0.000560,0.000560,0,1,14.0078500,0.0000500,0.0000500,0,1,5.8140000,0.0540000,0.0540000,0,1,6290.0000000,0.0944450,0.0944450,0,1,12.5134000,0.5289100,0.5289100,0,1,205.4890000,,,,,1054.0000000,,,,,10.1772000,0.008,0.008,0,1,295.5610000,1.7730000,1.7730000,0,1,6557.7000000,83.3000000,83.3000000,0,1,4.1800000,0.0900000,0.0900000,0,1,1.5700000,0.0700000,0.0700000,0,1,2019-08-27 16:09:26,2020-05-05 16:00:02
199,1177.01,1177,169177766,169177766.01,1,FP,19h49m12.01s,297.3000400,,,+41d19m36.64s,41.3268440,,,1.8150000,0.060,0.060,0,1,0.9200000,0.062,0.062,0,1,2458684.3381350,0.007850,0.007850,0,1,1.6912700,0.0011000,0.0011000,0,1,3.2060000,0.5260000,0.5260000,0,1,718.1489870,1.6651900,1.6651900,0,1,,,,0,1,,,,,,,,,,,10.1617000,0.006,0.006,0,1,602.8990000,13.5555000,13.5555000,0,1,9121.5000000,227.1000060,227.1000060,0,1,4.2100000,,,0,1,,,,0,1,2019-09-03 15:31:11,2019-12-17 10:00:02
200,1178.01,1178,359496368,359496368.01,1,FP,18h36m24.25s,279.1010360,,,+55d23m30.41s,55.3917810,,,184.8680000,0.040,0.040,0,1,-42.6470000,0.041,0.041,0,1,2458685.1785890,0.009350,0.009350,0,1,2.6659000,0.0019600,0.0019600,0,1,3.5070000,0.4060000,0.4060000,0,1,589.2880250,353.5260010,353.5260010,0,1,1.3427700,1.0417800,1.0417800,0,1,353.3959960,,,,,1207.0000000,,,,,10.1358000,0.007,0.007,0,1,36.7224000,0.0276000,0.0276000,0,1,4043.3999020,90.3000030,90.3000030,0,1,4.6900000,0.0100000,0.0100000,0,1,0.5000000,0.0200000,0.0200000,0,1,2019-08-27 16:09:26,2020-03-04 12:58:47
201,1179.01,1179,148914726,148914726.01,1,FP,12h28m13.42s,187.0558970,,,+67d14m24.15s,67.2400430,,,-6.5780000,0.042,0.042,0,1,13.8230000,0.031,0.031,0,1,2458683.4145510,0.000830,0.000830,0,1,1.2614300,0.0000900,0.0000900,0,1,1.1432290,0.0790000,0.0790000,0,1,2849.8562010,69.1094060,69.1094060,0,1,4.9559130,0.3293370,0.3293370,0,1,708.1716310,,,,,1315.6925050,,,,,10.1313000,0.006,0.006,0,1,86.4440000,0.1506500,0.1506500,0,1,4927.8999020,85.3000030,85.3000030,0,1,4.5700000,0.0800000,0.0800000,0,1,0.7751230,0.0300000,0.0300000,0,1,2019-08-27 16:09:23,2020-04-09 12:00:29
202,118.01,118,266980320,266980320.01,1,CP,23h18m14.22s,349.5592660,,,-56d54m14.35s,-56.9039860,,,313.9180000,0.039,0.039,0,1,-20.1770000,0.043,0.043,0,1,2458329.1995850,0.001235,0.001235,0,1,6.0360610,0.0006370,0.0006370,0,1,2.1238320,0.0996100,0.0996100,0,1,1704.0343020,56.2025830,56.2025830,0,1,4.9263760,0.6309060,0.6309060,0,1,242.4350430,,,,,1006.3952640,,,,,9.1790000,0.006,0.006,0,1,94.1719000,0.2512000,0.2512000,0,1,5586.0000000,187.0000000,187.0000000,0,1,4.3676300,0.2702470,0.2702470,0,1,1.0776000,0.1287320,0.1287320,0,1,2018-09-05 18:34:19,2019-12-17 10:00:02
203,1180.01,1180,158002130,158002130.01,1,,14h18m13.39s,214.5557740,,,+82d11m37.55s,82.1937640,,,84.4080000,0.045,0.045,0,1,-64.8980000,0.043,0.043,0,1,2458691.0482180,0.002080,0.002080,0,1,9.6921370,0.0034400,0.0034400,0,1,2.8234390,0.2190000,0.2190000,0,1,1555.3399660,2.2401200,2.2401200,0,1,2.8472050,0.2158690,0.2158690,0,1,35.3447990,,,,,621.8721920,,,,,10.1120000,0.006,0.006,0,1,72.0238000,0.1323500,0.1323500,0,1,4738.1000980,139.3000030,139.3000030,0,1,4.5900000,0.1000000,0.1000000,0,1,0.7271650,0.0400000,0.0400000,0,1,2019-08-27 16:09:25,2020-01-17 10:00:02
